date,year,month,day,day_of_year,season,city,latitude,longitude,temp_mean_c,temp_max_c,temp_min_c,temp_range_c,feels_like_c,dew_point_c,humidity_pct,precipitation_mm,wind_speed_kmh,wind_direction_deg,pressure_hpa,solar_radiation_mj_m2,sunshine_hours,weather_code,weather_description,nasa_temp_mean_c,nasa_temp_max_c,nasa_temp_min_c,nasa_precipitation_mm,nasa_humidity_pct,nasa_wind_speed_kmh,nasa_wind_direction_deg,nasa_pressure_hpa,data_source,dengue_new_hospitalizations,dengue_deaths,dengue_discharges,dengue_active_cases,dengue_cumulative_cases_yr,dengue_cumulative_deaths_yr,dengue_cfr_running_pct,dengue_dominant_serotype,dengue_alert_level,dengue_source,dengue_7day_avg,dengue_14day_avg,precip_lag7d_mm,precip_lag14d_mm,precip_lag21d_mm,humidity_lag7d_pct,humidity_lag14d_pct,humidity_lag21d_pct
2025-01-05,2025,1,5,5,Dry Winter,Dhaka,23.71,90.41,19.77,25.26,14.67,10.6,20.8,16.1,81.6,0.0,4.28,79.6,1014.4,17.5,7.2,0,Clear sky,19.77,25.26,14.67,0.0,81.6,4.28,79.6,1014.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),15,0,26,41,41,0,0.0,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),34.1,88.4,0.0,0.2,0.0,74.4,84.5,79.1
2025-01-06,2025,1,6,6,Dry Winter,Dhaka,23.71,90.41,20.7,26.03,15.91,10.1,21.6,16.3,78.2,0.0,4.61,184.0,1013.2,16.3,6.4,1,Mainly clear,20.7,26.03,15.91,0.0,78.22,4.61,184.0,1013.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),14,0,36,50,55,0,0.0,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),26.9,76.4,0.0,0.07,0.0,78.2,74.6,72.6
2025-01-07,2025,1,7,7,Dry Winter,Dhaka,23.71,90.41,19.64,24.67,15.09,9.6,20.7,15.8,81.0,0.0,9.14,229.4,1012.2,13.8,8.9,0,Clear sky,19.64,24.67,15.09,0.0,81.03,9.14,229.4,1012.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),17,0,48,65,72,0,0.0,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),10.3,67.1,0.0,0.0,0.0,82.4,74.5,74.7
2025-01-08,2025,1,8,8,Dry Winter,Dhaka,23.71,90.41,18.0,23.27,13.49,9.8,19.0,14.1,80.4,0.0,10.4,332.9,1013.8,20.7,9.2,1,Mainly clear,18.0,23.27,13.49,0.0,80.35,10.4,332.9,1013.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),18,0,52,70,90,0,0.0,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),12.1,56.6,0.0,0.0,0.01,85.8,72.6,76.5
2025-01-09,2025,1,9,9,Dry Winter,Dhaka,23.71,90.41,15.65,22.1,10.3,11.8,16.4,10.8,75.6,0.0,10.12,345.2,1016.2,22.6,7.8,1,Mainly clear,15.65,22.1,10.3,0.0,75.64,10.12,345.2,1016.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),24,0,64,88,114,0,0.0,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),15.3,45.9,0.0,0.0,0.0,84.4,78.8,75.6
2025-01-10,2025,1,10,10,Dry Winter,Dhaka,23.71,90.41,15.81,22.41,9.59,12.8,16.6,10.9,75.5,0.0,8.46,339.4,1017.7,20.8,8.3,0,Clear sky,15.81,22.41,9.59,0.0,75.51,8.46,339.4,1017.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),24,0,73,97,138,0,0.0,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),16.9,41.0,0.0,0.0,0.0,82.7,78.6,76.7
2025-01-11,2025,1,11,11,Dry Winter,Dhaka,23.71,90.41,17.55,24.27,10.91,13.4,18.1,11.7,70.7,0.0,7.13,11.4,1017.7,18.3,5.7,0,Clear sky,17.55,24.27,10.91,0.0,70.7,7.13,11.4,1017.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),13,0,83,96,151,0,0.0,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),17.9,29.9,0.0,0.0,0.74,83.1,70.8,81.5
2025-01-12,2025,1,12,12,Dry Winter,Dhaka,23.71,90.41,19.58,25.62,13.06,12.6,19.6,11.7,60.4,0.0,4.9,96.3,1016.4,24.0,6.0,0,Clear sky,19.58,25.62,13.06,0.0,60.37,4.9,96.3,1016.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),10,1,78,89,161,1,0.6211,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),17.1,25.6,0.0,0.0,0.2,81.6,74.4,84.5
2025-01-13,2025,1,13,13,Dry Winter,Dhaka,23.71,90.41,19.35,24.77,14.68,10.1,19.6,12.2,64.2,0.0,5.58,268.2,1014.6,15.4,8.2,0,Clear sky,19.35,24.77,14.68,0.0,64.22,5.58,268.2,1014.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),17,0,71,88,178,1,0.5618,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),17.6,22.2,0.0,0.0,0.07,78.2,78.2,74.6
2025-01-14,2025,1,14,14,Dry Winter,Dhaka,23.71,90.41,17.89,24.57,12.67,11.9,18.6,12.9,74.9,0.0,11.99,356.3,1016.4,14.1,6.5,0,Clear sky,17.89,24.57,12.67,0.0,74.86,11.99,356.3,1016.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),33,0,64,97,211,1,0.4739,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),19.9,15.1,0.0,0.0,0.0,81.0,82.4,74.5
2025-01-15,2025,1,15,15,Dry Winter,Dhaka,23.71,90.41,17.42,24.03,11.26,12.8,18.2,12.5,75.5,0.0,9.36,342.4,1017.1,13.6,9.3,1,Mainly clear,17.42,24.03,11.26,0.0,75.49,9.36,342.4,1017.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),28,0,73,101,239,1,0.4184,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),21.3,16.7,0.0,0.0,0.0,80.4,85.8,72.6
2025-01-16,2025,1,16,16,Dry Winter,Dhaka,23.71,90.41,19.15,25.8,12.96,12.8,19.6,12.8,68.1,0.0,5.0,3.4,1016.4,17.0,7.6,0,Clear sky,19.15,25.8,12.96,0.0,68.13,5.0,3.4,1016.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),36,1,87,124,275,2,0.7273,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),23.0,19.1,0.0,0.0,0.0,75.6,84.4,78.8
2025-01-17,2025,1,17,17,Dry Winter,Dhaka,23.71,90.41,18.75,25.45,12.92,12.5,19.3,12.9,70.7,0.0,8.46,347.4,1015.0,16.7,6.7,61,Moderate rain,18.75,25.45,12.92,0.0,70.74,8.46,347.4,1015.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),27,0,114,141,302,2,0.6623,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),23.4,20.1,0.0,0.0,0.0,75.5,82.7,78.6
2025-01-18,2025,1,18,18,Dry Winter,Dhaka,23.71,90.41,18.09,25.0,12.63,12.4,19.0,13.5,77.2,0.0,11.41,337.9,1014.4,16.6,8.1,0,Clear sky,18.09,25.0,12.63,0.0,77.22,11.41,337.9,1014.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),32,0,124,156,334,2,0.5988,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),26.1,22.0,0.0,0.0,0.0,70.7,83.1,70.8
2025-01-19,2025,1,19,19,Dry Winter,Dhaka,23.71,90.41,17.24,24.08,11.44,12.6,18.0,12.2,74.8,0.0,11.92,330.3,1013.2,20.1,6.7,0,Clear sky,17.24,24.08,11.44,0.0,74.82,11.92,330.3,1013.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),20,0,123,143,354,2,0.565,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),27.6,22.4,0.0,0.0,0.0,60.4,81.6,74.4
2025-01-20,2025,1,20,20,Dry Winter,Dhaka,23.71,90.41,17.3,23.86,11.16,12.7,17.9,11.5,71.1,0.0,7.99,317.5,1011.9,17.5,7.8,0,Clear sky,17.3,23.86,11.16,0.0,71.08,7.99,317.5,1011.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),30,0,115,145,384,2,0.5208,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),29.4,23.5,0.0,0.0,0.0,64.2,78.2,78.2
2025-01-21,2025,1,21,21,Dry Winter,Dhaka,23.71,90.41,17.97,24.01,11.76,12.3,18.4,11.9,69.6,0.0,5.65,329.6,1011.6,14.7,8.3,0,Clear sky,17.97,24.01,11.76,0.0,69.57,5.65,329.6,1011.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),18,0,109,127,402,2,0.4975,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),27.3,23.6,0.0,0.0,0.0,74.9,81.0,82.4
2025-01-22,2025,1,22,22,Dry Winter,Dhaka,23.71,90.41,18.33,24.26,13.31,11.0,19.0,13.1,73.9,0.0,5.36,351.5,1012.3,17.2,5.1,0,Clear sky,18.33,24.26,13.31,0.0,73.91,5.36,351.5,1012.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),36,1,99,136,438,3,0.6849,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),28.4,24.9,0.0,0.0,0.0,75.5,80.4,85.8
2025-01-23,2025,1,23,23,Dry Winter,Dhaka,23.71,90.41,18.37,24.75,13.65,11.1,19.0,12.8,72.4,0.0,6.34,330.8,1012.9,15.4,7.6,0,Clear sky,18.37,24.75,13.65,0.0,72.42,6.34,330.8,1012.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),28,0,104,132,466,3,0.6438,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),27.3,25.1,0.0,0.0,0.0,68.1,75.6,84.4
2025-01-24,2025,1,24,24,Dry Winter,Dhaka,23.71,90.41,18.34,24.8,13.03,11.8,18.8,12.3,69.6,0.0,6.19,359.7,1012.4,15.0,9.8,51,Light drizzle,18.34,24.8,13.03,0.0,69.58,6.19,359.7,1012.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),13,0,112,125,479,3,0.6263,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),25.3,24.4,0.0,0.0,0.0,70.7,75.5,82.7
2025-01-25,2025,1,25,25,Dry Winter,Dhaka,23.71,90.41,18.31,24.33,14.02,10.3,18.9,12.5,70.9,0.0,7.78,3.8,1013.5,17.8,6.6,80,Rain showers,18.31,24.33,14.02,0.0,70.88,7.78,3.8,1013.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),17,0,95,112,496,3,0.6048,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),23.1,24.6,0.0,0.0,0.0,77.2,70.7,83.1
2025-01-26,2025,1,26,26,Dry Winter,Dhaka,23.71,90.41,17.14,23.75,12.08,11.7,17.6,10.9,68.6,0.0,10.3,348.2,1013.0,18.2,6.6,0,Clear sky,17.14,23.75,12.08,0.0,68.58,10.3,348.2,1013.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),18,0,94,112,514,3,0.5837,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),22.9,25.2,0.0,0.0,0.0,74.8,60.4,81.6
2025-01-27,2025,1,27,27,Dry Winter,Dhaka,23.71,90.41,17.88,24.28,12.23,12.0,18.5,12.3,72.2,0.0,6.95,321.2,1011.0,21.4,8.2,0,Clear sky,17.88,24.28,12.23,0.0,72.21,6.95,321.2,1011.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),27,0,76,103,541,3,0.5545,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),22.4,25.9,0.0,0.0,0.0,71.1,64.2,78.2
2025-01-28,2025,1,28,28,Dry Winter,Dhaka,23.71,90.41,18.75,24.5,12.5,12.0,19.2,12.4,68.2,0.0,5.44,338.1,1012.5,13.7,5.7,51,Light drizzle,18.75,24.5,12.5,0.0,68.16,5.44,338.1,1012.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),47,1,74,122,588,4,0.6803,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),26.6,26.9,0.0,0.0,0.0,69.6,74.9,81.0
2025-01-29,2025,1,29,29,Dry Winter,Dhaka,23.71,90.41,18.88,25.12,13.0,12.1,18.8,10.4,57.6,0.0,5.58,355.8,1014.7,11.3,7.8,1,Mainly clear,18.88,25.12,13.0,0.0,57.59,5.58,355.8,1014.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),24,0,109,133,612,4,0.6536,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),24.9,26.6,0.0,0.0,0.0,73.9,75.5,80.4
2025-01-30,2025,1,30,30,Dry Winter,Dhaka,23.71,90.41,19.84,25.72,13.6,12.1,20.3,13.8,69.9,1.01,8.86,179.1,1011.5,16.7,5.4,51,Light drizzle,19.84,25.72,13.6,1.01,69.91,8.86,179.1,1011.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),46,2,114,162,658,6,0.9119,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),27.4,27.4,0.0,0.0,0.0,72.4,68.1,75.6
2025-01-31,2025,1,31,31,Dry Winter,Dhaka,23.71,90.41,21.91,27.8,17.66,10.1,23.1,18.8,84.3,0.55,12.06,198.7,1011.0,14.2,7.8,0,Clear sky,21.91,27.8,17.66,0.55,84.26,12.06,198.7,1011.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),27,0,144,171,685,6,0.8759,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),29.4,27.4,0.0,0.0,0.0,69.6,70.7,75.5
2025-02-01,2025,2,1,32,Dry Winter,Dhaka,23.71,90.41,22.06,27.77,18.2,9.6,22.8,16.9,74.0,0.21,5.83,271.9,1011.6,18.1,7.1,0,Clear sky,22.06,27.77,18.2,0.21,73.95,5.83,271.9,1011.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,0,144,147,688,6,0.8721,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),27.4,25.3,0.0,0.0,0.0,70.9,77.2,70.7
2025-02-02,2025,2,2,33,Dry Winter,Dhaka,23.71,90.41,20.65,27.32,15.7,11.6,21.2,15.0,71.5,0.0,7.56,3.8,1011.7,21.7,7.4,1,Mainly clear,20.65,27.32,15.7,0.0,71.49,7.56,3.8,1011.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,0,100,103,691,6,0.8683,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),25.3,24.1,0.0,0.0,0.0,68.6,74.8,60.4
2025-02-03,2025,2,3,34,Dry Winter,Dhaka,23.71,90.41,20.42,27.43,15.09,12.3,20.8,13.9,67.6,0.0,8.89,14.2,1012.3,26.1,7.5,51,Light drizzle,20.42,27.43,15.09,0.0,67.58,8.89,14.2,1012.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),8,0,79,87,699,6,0.8584,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),22.6,22.5,0.0,0.0,0.0,72.2,71.1,64.2
2025-02-04,2025,2,4,35,Dry Winter,Dhaka,23.71,90.41,19.77,26.91,13.81,13.1,19.9,12.2,62.4,0.0,9.14,338.9,1012.5,24.1,6.7,1,Mainly clear,19.77,26.91,13.81,0.0,62.38,9.14,338.9,1012.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),5,0,41,46,704,6,0.8523,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),16.6,21.6,0.0,0.0,0.0,68.2,69.6,74.9
2025-02-05,2025,2,5,36,Dry Winter,Dhaka,23.71,90.41,20.64,27.41,14.99,12.4,20.7,12.9,61.2,0.0,6.8,0.1,1010.7,21.2,7.5,0,Clear sky,20.64,27.41,14.99,0.0,61.23,6.8,0.1,1010.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),5,0,19,24,709,6,0.8463,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),13.9,19.4,0.0,0.0,0.0,57.6,73.9,75.5
2025-02-06,2025,2,6,37,Dry Winter,Dhaka,23.71,90.41,21.65,28.91,15.86,13.0,22.2,15.7,70.3,0.0,8.71,263.2,1011.2,19.1,7.4,0,Clear sky,21.65,28.91,15.86,0.0,70.29,8.71,263.2,1011.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),7,0,21,28,716,6,0.838,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),8.3,17.9,1.01,0.0,0.0,69.9,72.4,68.1
2025-02-07,2025,2,7,38,Dry Winter,Dhaka,23.71,90.41,20.32,27.51,14.17,13.3,20.0,11.1,53.7,0.0,6.95,330.4,1012.9,18.7,8.2,0,Clear sky,20.32,27.51,14.17,0.0,53.72,6.95,330.4,1012.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),16,0,25,41,732,6,0.8197,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.7,18.1,0.55,0.0,0.0,84.3,69.6,70.7
2025-02-08,2025,2,8,39,Dry Winter,Dhaka,23.71,90.41,18.6,26.4,12.0,14.4,18.0,8.2,48.2,0.0,8.82,349.2,1013.4,15.0,7.0,61,Moderate rain,18.6,26.4,12.0,0.0,48.17,8.82,349.2,1013.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),15,0,33,48,747,6,0.8032,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),8.4,17.9,0.21,0.0,0.0,74.0,70.9,77.2
2025-02-09,2025,2,9,40,Dry Winter,Dhaka,23.71,90.41,18.6,26.26,11.51,14.8,18.1,8.8,50.8,0.0,7.52,334.6,1012.6,20.4,6.0,0,Clear sky,18.6,26.26,11.51,0.0,50.77,7.52,334.6,1012.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),9,0,43,52,756,6,0.7937,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),9.3,17.3,0.0,0.0,0.0,71.5,68.6,74.8
2025-02-10,2025,2,10,41,Dry Winter,Dhaka,23.71,90.41,20.33,27.03,13.91,13.1,19.8,10.1,49.0,0.01,5.29,332.8,1013.1,18.4,8.8,1,Mainly clear,20.33,27.03,13.91,0.01,49.04,5.29,332.8,1013.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),11,0,47,58,767,6,0.7823,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),9.7,16.1,0.0,0.0,0.0,67.6,72.2,71.1
2025-02-11,2025,2,11,42,Dry Winter,Dhaka,23.71,90.41,20.78,28.94,13.53,15.4,21.4,15.1,71.6,0.0,8.78,198.3,1011.8,21.3,7.4,61,Moderate rain,20.78,28.94,13.53,0.0,71.55,8.78,198.3,1011.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),9,0,51,60,776,6,0.7732,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),10.3,13.4,0.0,0.0,0.0,62.4,68.2,69.6
2025-02-12,2025,2,12,43,Dry Winter,Dhaka,23.71,90.41,22.51,30.18,16.24,13.9,23.2,17.1,73.0,0.0,9.58,188.7,1011.9,25.5,7.0,51,Light drizzle,22.51,30.18,16.24,0.0,72.97,9.58,188.7,1011.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),5,0,44,49,781,6,0.7682,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),10.3,12.1,0.0,0.0,0.0,61.2,57.6,73.9
2025-02-13,2025,2,13,44,Dry Winter,Dhaka,23.71,90.41,23.41,29.92,18.12,11.8,24.2,18.6,75.9,0.02,9.07,191.5,1010.9,17.5,7.0,1,Mainly clear,23.41,29.92,18.12,0.02,75.94,9.07,191.5,1010.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),17,0,34,51,798,6,0.7519,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),11.7,10.0,0.0,1.01,0.0,70.3,69.9,72.4
2025-02-14,2025,2,14,45,Dry Winter,Dhaka,23.71,90.41,21.32,28.28,14.08,14.2,20.8,11.2,49.3,0.02,8.21,303.7,1011.2,18.3,7.3,0,Clear sky,21.32,28.28,14.08,0.02,49.26,8.21,303.7,1011.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),20,0,42,62,818,6,0.7335,DENV-2/DENV-3,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),12.3,9.5,0.0,0.55,0.0,53.7,84.3,69.6
2025-02-15,2025,2,15,46,Dry Winter,Dhaka,23.71,90.41,20.93,28.29,13.65,14.6,20.1,9.6,43.3,0.0,7.27,7.0,1011.2,17.2,7.9,51,Light drizzle,20.93,28.29,13.65,0.0,43.27,7.27,7.0,1011.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),12,0,51,63,830,6,0.7229,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),11.9,10.1,0.0,0.21,0.0,48.2,74.0,70.9
2025-02-16,2025,2,16,47,Dry Winter,Dhaka,23.71,90.41,22.3,29.21,15.29,13.9,21.6,11.5,45.9,0.0,5.87,144.7,1011.8,20.8,6.5,0,Clear sky,22.3,29.21,15.29,0.0,45.86,5.87,144.7,1011.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,54,60,836,6,0.7177,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),11.4,10.4,0.0,0.0,0.0,50.8,71.5,68.6
2025-02-17,2025,2,17,48,Dry Winter,Dhaka,23.71,90.41,23.32,30.28,17.09,13.2,23.6,16.3,65.1,0.0,7.42,170.7,1013.3,20.4,8.5,0,Clear sky,23.32,30.28,17.09,0.0,65.13,7.42,170.7,1013.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),4,0,55,59,840,6,0.7143,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),10.4,10.1,0.01,0.0,0.0,49.0,67.6,72.2
2025-02-18,2025,2,18,49,Dry Winter,Dhaka,23.71,90.41,24.53,31.36,18.37,13.0,24.5,16.5,59.7,0.0,7.31,250.1,1012.3,22.3,9.0,0,Clear sky,24.53,31.36,18.37,0.0,59.74,7.31,250.1,1012.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),9,0,42,51,849,6,0.7067,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),10.4,10.4,0.0,0.0,0.0,71.6,62.4,68.2
2025-02-19,2025,2,19,50,Dry Winter,Dhaka,23.71,90.41,24.17,30.43,18.84,11.6,24.4,17.0,64.0,0.01,4.86,103.8,1011.9,21.9,8.0,61,Moderate rain,24.17,30.43,18.84,0.01,64.03,4.86,103.8,1011.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),10,0,31,41,859,6,0.6985,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),11.1,10.7,0.0,0.0,0.0,73.0,61.2,57.6
2025-02-20,2025,2,20,51,Dry Winter,Dhaka,23.71,90.41,24.68,30.95,18.86,12.1,24.9,17.6,64.7,0.18,4.61,27.0,1013.4,21.5,8.1,1,Mainly clear,24.68,30.95,18.86,0.18,64.73,4.61,27.0,1013.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,29,35,865,6,0.6936,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),9.6,10.6,0.02,0.0,1.01,75.9,70.3,69.9
2025-02-21,2025,2,21,52,Dry Winter,Dhaka,23.71,90.41,24.56,30.98,18.21,12.8,24.3,15.6,55.1,0.0,5.9,335.5,1013.4,17.6,7.4,0,Clear sky,24.56,30.98,18.21,0.0,55.12,5.9,335.5,1013.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),7,0,29,36,872,6,0.6881,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),7.7,10.0,0.02,0.0,0.55,49.3,53.7,84.3
2025-02-22,2025,2,22,53,Dry Winter,Dhaka,23.71,90.41,25.43,31.9,18.96,12.9,25.1,16.1,53.2,0.04,4.72,67.3,1013.8,14.0,7.1,0,Clear sky,25.43,31.9,18.96,0.04,53.18,4.72,67.3,1013.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),11,0,32,43,883,6,0.6795,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),7.6,9.7,0.0,0.0,0.21,43.3,48.2,74.0
2025-02-23,2025,2,23,54,Dry Winter,Dhaka,23.71,90.41,24.29,29.43,19.49,9.9,24.3,16.4,60.7,2.41,6.19,33.6,1014.9,19.3,8.3,0,Clear sky,24.29,29.43,19.49,2.41,60.66,6.19,33.6,1014.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,34,40,889,6,0.6749,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),7.6,9.5,0.0,0.0,0.0,45.9,50.8,71.5
2025-02-24,2025,2,24,55,Dry Winter,Dhaka,23.71,90.41,23.67,30.82,17.63,13.2,23.7,15.7,60.1,0.0,9.32,8.9,1015.8,19.6,8.6,0,Clear sky,23.67,30.82,17.63,0.0,60.13,9.32,8.9,1015.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,30,36,895,6,0.6704,DENV-2/DENV-3,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),7.9,9.1,0.0,0.01,0.0,65.1,49.0,67.6
